ms_1,ms_2
site__mrdata-usgs-gov-mrds__10089032__umn,site__mrdata-usgs-gov-mrds__10144918__umn
site__mrdata-usgs-gov-mrds__10163492__umn,site__mrdata-usgs-gov-mrds__10260459__umn
site__mrdata-usgs-gov-mrds__10070552__umn,site__mrdata-usgs-gov-mrds__10169181__umn
site__doi-org-10-5066-p9htergk__39156__umn,site__mrdata-usgs-gov-mrds__10284048__umn
site__mrdata-usgs-gov-mrds__10106926__umn,site__mrdata-usgs-gov-mrds__10310538__umn
site__mrdata-usgs-gov-mrds__10106926__umn,site__mrdata-usgs-gov-mrds__10271083__umn
site__mrdata-usgs-gov-mrds__10271083__umn,site__mrdata-usgs-gov-mrds__10310538__umn
site__mrdata-usgs-gov-mrds__10178088__umn,site__www-oregongeology-org__id-05147__umn
site__mrdata-usgs-gov-mrds__10032916__umn,site__www-oregongeology-org__id-05147__umn
site__mrdata-usgs-gov-mrds__10032916__umn,site__mrdata-usgs-gov-mrds__10178088__umn
site__mrdata-usgs-gov-mrds__10088891__umn,site__mrdata-usgs-gov-mrds__10258878__umn
site__www-deq-nc-gov-about-divisions-energy-mineral-and-land-resources-nc-geological-survey__2725__umn,site__www-deq-nc-gov-about-divisions-energy-mineral-and-land-resources-nc-geological-survey__668__umn
site__mrdata-usgs-gov-mrds__10015372__umn,site__mrdata-usgs-gov-mrds__10299915__umn
site__mrdata-usgs-gov-mrds__10045614__umn,site__mrdata-usgs-gov-mrds__10197402__umn
site__mrdata-usgs-gov-mrds__10090974__umn,site__mrdata-usgs-gov-mrds__10203514__umn
site__mrdata-usgs-gov-mrds__10082861__umn,site__mrdata-usgs-gov-mrds__10122378__umn
site__mrdata-usgs-gov-mrds__10167696__umn,site__mrdata-usgs-gov-mrds__10264584__umn
site__mrdata-usgs-gov-mrds__10119260__umn,site__mrdata-usgs-gov-mrds__10264584__umn
site__mrdata-usgs-gov-mrds__10142869__umn,site__mrdata-usgs-gov-mrds__10264584__umn
site__mrdata-usgs-gov-mrds__10143523__umn,site__mrdata-usgs-gov-mrds__10264584__umn
site__mrdata-usgs-gov-mrds__10118917__umn,site__mrdata-usgs-gov-mrds__10264584__umn
site__mrdata-usgs-gov-mrds__10264584__umn,site__mrdata-usgs-gov-mrds__10288859__umn
site__mrdata-usgs-gov-mrds__10119260__umn,site__mrdata-usgs-gov-mrds__10167696__umn
site__mrdata-usgs-gov-mrds__10142869__umn,site__mrdata-usgs-gov-mrds__10167696__umn
site__mrdata-usgs-gov-mrds__10143523__umn,site__mrdata-usgs-gov-mrds__10167696__umn
site__mrdata-usgs-gov-mrds__10118917__umn,site__mrdata-usgs-gov-mrds__10167696__umn
site__mrdata-usgs-gov-mrds__10167696__umn,site__mrdata-usgs-gov-mrds__10288859__umn
site__mrdata-usgs-gov-mrds__10119260__umn,site__mrdata-usgs-gov-mrds__10142869__umn
site__mrdata-usgs-gov-mrds__10119260__umn,site__mrdata-usgs-gov-mrds__10143523__umn
site__mrdata-usgs-gov-mrds__10118917__umn,site__mrdata-usgs-gov-mrds__10119260__umn
site__mrdata-usgs-gov-mrds__10119260__umn,site__mrdata-usgs-gov-mrds__10288859__umn
site__mrdata-usgs-gov-mrds__10142869__umn,site__mrdata-usgs-gov-mrds__10143523__umn
site__mrdata-usgs-gov-mrds__10118917__umn,site__mrdata-usgs-gov-mrds__10142869__umn
site__mrdata-usgs-gov-mrds__10142869__umn,site__mrdata-usgs-gov-mrds__10288859__umn
site__mrdata-usgs-gov-mrds__10118917__umn,site__mrdata-usgs-gov-mrds__10143523__umn
site__mrdata-usgs-gov-mrds__10143523__umn,site__mrdata-usgs-gov-mrds__10288859__umn
site__mrdata-usgs-gov-mrds__10118917__umn,site__mrdata-usgs-gov-mrds__10288859__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039428__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039426__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039426__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039430__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039426__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039456__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039457__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039426__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039426__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039460__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039460__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039458__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039458__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039428__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039428__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039430__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039428__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039456__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039457__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039428__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039428__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039425__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039430__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039423__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039456__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039457__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039423__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039423__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039430__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039425__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039456__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039457__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039425__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039425__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039461__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039461__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039459__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039459__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10092553__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10092553__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039468__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10092553__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039470__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10092553__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039462__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10039469__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10092553__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10092553__umn
site__mrdata-usgs-gov-mrds__10092553__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10092553__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039430__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039456__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039457__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039430__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039430__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10092555__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039468__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10092557__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039470__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10092557__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039462__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039469__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10092557__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10092556__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10092554__umn,site__mrdata-usgs-gov-mrds__10092557__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039456__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039457__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039422__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039422__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039457__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10092558__umn
site__mrdata-usgs-gov-mrds__10039421__umn,site__mrdata-usgs-gov-mrds__10039456__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10092556__umn
site__mrdata-usgs-gov-mrds__10039456__umn,site__mrdata-usgs-gov-mrds__10092554__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10092555__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039468__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10095423__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039470__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10095422__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039462__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10039469__umn
site__mrdata-usgs-gov-mrds__10039457__umn,site__mrdata-usgs-gov-mrds__10092558__umn
